time(ps)	counts
517600000	53
518000000	51
518400000	49
518800000	42
519200000	49
519600000	55
520000000	45
520400000	51
520800000	52
521200000	56
521600000	47
522000000	58
522400000	48
522800000	45
523200000	50
523600000	62
524000000	47
524400000	70
524800000	59
525200000	63
525600000	52
526000000	51
526400000	9
526800000	7
527200000	6
527600000	11
528000000	8
528400000	11
528800000	7
529200000	2
529600000	10
530000000	7
530400000	6
530800000	9
531200000	4
531600000	5
532000000	9
532400000	4
532800000	5
533200000	9
533600000	9
534000000	6
534400000	13
534800000	6
535200000	6
535600000	7
536000000	7
536400000	10
536800000	9
537200000	2
537600000	5
538000000	6
538400000	5
538800000	4
539200000	9
539600000	10
540000000	5
540400000	8
540800000	4
541200000	11
541600000	10
542000000	9
542400000	4
542800000	3
543200000	7
543600000	4
544000000	9
544400000	10
544800000	8
545200000	5
545600000	7
546000000	10
546400000	6
546800000	7
547200000	8
547600000	5
548000000	10
548400000	9
548800000	7
549200000	7
549600000	5
550000000	7
550400000	4
550800000	4
551200000	9
551600000	14
552000000	7
552400000	3
552800000	8
553200000	7
553600000	6
554000000	5
554400000	5
554800000	8
555200000	6
555600000	6
556000000	5
556400000	6
556800000	8
557200000	6
557600000	5
558000000	7
558400000	5
558800000	8
559200000	10
559600000	2
560000000	8
560400000	3
560800000	3
561200000	7
561600000	3
562000000	9
562400000	5
562800000	5
563200000	8
563600000	7
564000000	6
564400000	12
564800000	4
565200000	6
565600000	7
566000000	9
566400000	8
566800000	6
567200000	8
567600000	8
568000000	7
568400000	11
568800000	5
569200000	8
569600000	8
570000000	7
570400000	7
570800000	6
571200000	6
571600000	9
572000000	5
572400000	4
572800000	8
573200000	5
573600000	9
574000000	6
574400000	7
574800000	4
575200000	8
575600000	8
576000000	9
576400000	139
576800000	136
577200000	107
577600000	102
578000000	95
578400000	81
578800000	69
579200000	83
579600000	86
580000000	83
580400000	89
580800000	69
581200000	77
581600000	74
582000000	80
582400000	72
582800000	77
583200000	73
583600000	61
584000000	55
584400000	59
584800000	58
585200000	50
585600000	61
586000000	50
586400000	52
586800000	64
587200000	45
587600000	57
588000000	53
588400000	50
588800000	59
589200000	61
589600000	49
590000000	51
590400000	47
590800000	61
591200000	57
591600000	62
592000000	52
592400000	56
592800000	53
593200000	55
593600000	75
594000000	59
594400000	49
594800000	66
595200000	66
595600000	55
596000000	44
596400000	43
596800000	61
597200000	52
597600000	61
598000000	45
598400000	42
598800000	55
599200000	45
599600000	53
600000000	48
600400000	45
600800000	42
601200000	56
601600000	65
602000000	51
602400000	46
602800000	55
603200000	66
603600000	65
604000000	48
604400000	49
604800000	65
605200000	46
605600000	60
606000000	55
606400000	11
606800000	7
607200000	8
607600000	5
608000000	7
608400000	6
608800000	7
609200000	7
609600000	8
610000000	10
610400000	7
610800000	7
611200000	5
611600000	12
612000000	3
612400000	11
612800000	12
613200000	10
613600000	8
614000000	3
614400000	8
614800000	9
615200000	9
615600000	4
616000000	12
616400000	9
616800000	7
617200000	6
617600000	5
618000000	10
618400000	6
618800000	3
619200000	9
619600000	7
620000000	5
620400000	7
620800000	3
621200000	6
621600000	8
622000000	6
622400000	5
622800000	1
623200000	9
623600000	8
624000000	7
624400000	5
624800000	10
625200000	4
625600000	9
626000000	9
626400000	7
626800000	3
627200000	10
627600000	4
628000000	7
628400000	7
628800000	6
629200000	6
629600000	8
630000000	8
630400000	6
630800000	5
631200000	10
631600000	3
