m	lambda (Hz)	Angular frequency (rad/s)	Damping ratio (1)	Quality factor (1)
3.0000	4.0840E10+9.1281E8i	2.5660E11+5.7354E9i	0.022346	22.376
3.0000	4.0876E10+1.4736E9i	2.5683E11+9.2586E9i	0.036026	13.879
3.0000	4.0883E10+1.0272E9i	2.5688E11+6.4542E9i	0.025118	19.906
3.0000	4.0888E10+7.7911E8i	2.5691E11+4.8953E9i	0.019051	26.245
3.0000	4.0894E10+1.7895E9i	2.5694E11+1.1244E10i	0.043717	11.437
3.0000	4.0908E10+1.9873E9i	2.5703E11+1.2486E10i	0.048522	10.305
3.0000	4.0914E10+1.0499E9i	2.5707E11+6.5969E9i	0.025653	19.491
3.0000	4.0928E10+2.2745E9i	2.5716E11+1.4291E10i	0.055488	9.0110
3.0000	4.1021E10+1.2618E9i	2.5774E11+7.9283E9i	0.030746	16.262
3.0000	4.1091E10+1.5286E9i	2.5818E11+9.6043E9i	0.037174	13.450
3.0000	4.1111E10+1.1773E9i	2.5831E11+7.3973E9i	0.028625	17.467
3.0000	4.1132E10+2.0008E9i	2.5844E11+1.2572E10i	0.048586	10.291
3.0000	4.1202E10+7.9430E8i	2.5888E11+4.9907E9i	0.019274	25.941
3.0000	4.1230E10+9.9562E8i	2.5906E11+6.2557E9i	0.024141	20.712
3.0000	4.1237E10+3.4432E9i	2.5910E11+2.1634E10i	0.083209	6.0089
3.0000	4.1254E10+2.2477E9i	2.5921E11+1.4123E10i	0.054403	9.1906
3.0000	4.1287E10+9.3576E8i	2.5941E11+5.8796E9i	0.022659	22.066
3.0000	4.1327E10+1.0041E9i	2.5967E11+6.3092E9i	0.024290	20.584
3.0000	4.1327E10+7.8039E8i	2.5967E11+4.9033E9i	0.018880	26.483
3.0000	4.1339E10+1.6907E9i	2.5974E11+1.0623E10i	0.040864	12.236
3.0000	4.1347E10+1.0592E9i	2.5979E11+6.6549E9i	0.025608	19.525
3.0000	4.1415E10+9.2668E8i	2.6022E11+5.8225E9i	0.022370	22.351
3.0000	4.1445E10+8.7918E8i	2.6041E11+5.5241E9i	0.021208	23.576
3.0000	4.1485E10+1.2618E9i	2.6066E11+7.9281E9i	0.030401	16.447
3.0000	4.1509E10+1.7902E9i	2.6081E11+1.1248E10i	0.043087	11.604
3.0000	4.1518E10+9.1611E8i	2.6086E11+5.7561E9i	0.022060	22.665
3.0000	4.1548E10+8.7222E8i	2.6106E11+5.4803E9i	0.020988	23.823
3.0000	4.1564E10+3.2333E9i	2.6116E11+2.0316E10i	0.077557	6.4469
3.0000	4.1598E10+1.0501E9i	2.6137E11+6.5979E9i	0.025236	19.813
3.0000	4.1666E10+1.9063E9i	2.6179E11+1.1978E10i	0.045705	10.940
3.0000	4.1666E10+8.6022E8i	2.6180E11+5.4049E9i	0.020641	24.224
3.0000	4.1764E10+1.9834E9i	2.6241E11+1.2462E10i	0.047436	10.541
3.0000	4.1775E10+1.3485E9i	2.6248E11+8.4731E9i	0.032264	15.497
3.0000	4.1792E10+1.0613E9i	2.6259E11+6.6683E9i	0.025386	19.696
3.0000	4.1824E10+8.0850E8i	2.6279E11+5.0800E9i	0.019327	25.870
3.0000	4.1845E10+1.0463E9i	2.6292E11+6.5742E9i	0.024996	20.003
3.0000	4.1862E10+2.6536E9i	2.6303E11+1.6673E10i	0.063261	7.9037
3.0000	4.1875E10+1.7069E9i	2.6311E11+1.0725E10i	0.040728	12.277
3.0000	4.1892E10+9.2741E8i	2.6322E11+5.8271E9i	0.022132	22.591
3.0000	4.1985E10+1.1504E9i	2.6380E11+7.2282E9i	0.027390	18.255
3.0000	4.2026E10+2.0600E9i	2.6406E11+1.2943E10i	0.048958	10.213
3.0000	4.2036E10+1.7349E9i	2.6412E11+1.0901E10i	0.041236	12.125
3.0000	4.2042E10+8.5325E8i	2.6416E11+5.3611E9i	0.020291	24.641
3.0000	4.2052E10+2.9965E9i	2.6422E11+1.8827E10i	0.071076	7.0347
3.0000	4.2117E10+1.1877E9i	2.6463E11+7.4625E9i	0.028189	17.738
3.0000	4.2193E10+1.4365E9i	2.6511E11+9.0258E9i	0.034026	14.695
3.0000	4.2293E10+1.9438E9i	2.6574E11+1.2213E10i	0.045912	10.890
3.0000	4.2301E10+6.7926E8i	2.6579E11+4.2679E9i	0.016056	31.142
3.0000	4.2304E10+1.2434E9i	2.6580E11+7.8128E9i	0.029380	17.018
3.0000	4.2307E10+1.2335E9i	2.6583E11+7.7501E9i	0.029142	17.157
3.0000	4.2313E10+2.1636E9i	2.6586E11+1.3594E10i	0.051065	9.7914
3.0000	4.2339E10+9.7106E8i	2.6602E11+6.1014E9i	0.022929	21.806
3.0000	4.2344E10+8.6068E8i	2.6605E11+5.4078E9i	0.020322	24.604
3.0000	4.2423E10+1.2651E9i	2.6655E11+7.9489E9i	0.029808	16.774
3.0000	4.2456E10+9.2417E8i	2.6676E11+5.8067E9i	0.021763	22.975
3.0000	4.2477E10+1.4513E9i	2.6689E11+9.1188E9i	0.034147	14.643
3.0000	4.2480E10+9.8611E8i	2.6691E11+6.1959E9i	0.023207	21.545
3.0000	4.2510E10+7.9948E8i	2.6710E11+5.0233E9i	0.018803	26.591
3.0000	4.2576E10+1.0362E9i	2.6752E11+6.5107E9i	0.024330	20.550
3.0000	4.2599E10+1.7846E9i	2.6766E11+1.1213E10i	0.041855	11.946
3.0000	4.2603E10+1.5769E9i	2.6768E11+9.9081E9i	0.036989	13.518
3.0000	4.2612E10+6.1119E8i	2.6774E11+3.8402E9i	0.014342	34.864
3.0000	4.2635E10+1.0773E9i	2.6788E11+6.7691E9i	0.025261	19.794
3.0000	4.2664E10+7.4326E8i	2.6806E11+4.6700E9i	0.017419	28.705
3.0000	4.2671E10+1.3874E9i	2.6811E11+8.7173E9i	0.032497	15.386
3.0000	4.2674E10+2.0431E9i	2.6813E11+1.2837E10i	0.047822	10.456
3.0000	4.2700E10+8.1181E8i	2.6829E11+5.1007E9i	0.019008	26.304
3.0000	4.2709E10+2.8937E9i	2.6835E11+1.8182E10i	0.067599	7.3965
3.0000	4.2725E10+9.9750E8i	2.6845E11+6.2675E9i	0.023340	21.422
3.0000	4.2770E10+1.1301E9i	2.6873E11+7.1008E9i	0.026414	18.929
3.0000	4.2888E10+1.3222E9i	2.6947E11+8.3076E9i	0.030815	16.226
3.0000	4.2889E10+8.3799E8i	2.6948E11+5.2652E9i	0.019535	25.595
3.0000	4.2905E10+8.7691E8i	2.6958E11+5.5098E9i	0.020434	24.469
3.0000	4.2925E10+1.1042E9i	2.6971E11+6.9377E9i	0.025715	19.444
3.0000	4.2994E10+9.5830E8i	2.7014E11+6.0212E9i	0.022283	22.438
3.0000	4.3006E10+1.2408E9i	2.7021E11+7.7961E9i	0.028840	17.337
3.0000	4.3022E10+8.5873E8i	2.7032E11+5.3955E9i	0.019956	25.055
3.0000	4.3041E10+1.4544E9i	2.7043E11+9.1382E9i	0.033772	14.805
3.0000	4.3123E10+2.6888E9i	2.7095E11+1.6894E10i	0.062230	8.0348
3.0000	4.3208E10+7.3418E8i	2.7148E11+4.6130E9i	0.016989	29.430
3.0000	4.3223E10+1.8791E9i	2.7158E11+1.1807E10i	0.043433	11.512
3.0000	4.3251E10+8.1446E8i	2.7175E11+5.1174E9i	0.018828	26.557
3.0000	4.3276E10+1.2989E9i	2.7191E11+8.1612E9i	0.030001	16.666
3.0000	4.3294E10+1.8479E9i	2.7203E11+1.1611E10i	0.042644	11.725
3.0000	4.3331E10+1.4431E9i	2.7226E11+9.0674E9i	0.033286	15.021
3.0000	4.3398E10+2.0832E9i	2.7268E11+1.3089E10i	0.047946	10.428
3.0000	4.3431E10+1.1354E9i	2.7288E11+7.1338E9i	0.026133	19.133
3.0000	4.3486E10+1.0402E9i	2.7323E11+6.5357E9i	0.023913	20.909
3.0000	4.3536E10+9.5167E8i	2.7354E11+5.9795E9i	0.021854	22.879
3.0000	4.3538E10+6.4862E8i	2.7356E11+4.0754E9i	0.014896	33.566
3.0000	4.3552E10+2.7865E9i	2.7365E11+1.7508E10i	0.063850	7.8308
3.0000	4.3576E10+1.9617E9i	2.7380E11+1.2326E10i	0.044973	11.118
3.0000	4.3586E10+8.2362E8i	2.7386E11+5.1749E9i	0.018893	26.465
3.0000	4.3608E10+9.2281E8i	2.7400E11+5.7982E9i	0.021157	23.633
3.0000	4.3612E10+8.9467E8i	2.7402E11+5.6214E9i	0.020510	24.378
3.0000	4.3640E10+1.1447E9i	2.7420E11+7.1924E9i	0.026221	19.068
3.0000	4.3648E10+8.7524E8i	2.7425E11+5.4993E9i	0.020048	24.940
3.0000	4.3706E10+1.0536E9i	2.7461E11+6.6198E9i	0.024099	20.748
3.0000	4.3793E10+7.4767E8i	2.7516E11+4.6978E9i	0.017070	29.290
3.0000	4.3799E10+1.9785E9i	2.7520E11+1.2431E10i	0.045125	11.080
3.0000	4.3814E10+9.5121E8i	2.7529E11+5.9766E9i	0.021705	23.036
3.0000	4.3824E10+1.0045E9i	2.7535E11+6.3116E9i	0.022916	21.819
3.0000	4.3859E10+2.3703E9i	2.7557E11+1.4893E10i	0.053965	9.2652
3.0000	4.3898E10+1.1759E9i	2.7582E11+7.3884E9i	0.026778	18.672
3.0000	4.3911E10+8.7682E8i	2.7590E11+5.5092E9i	0.019964	25.045
3.0000	4.3914E10+1.7116E9i	2.7592E11+1.0754E10i	0.038946	12.838
3.0000	4.3930E10+1.2368E9i	2.7602E11+7.7710E9i	0.028143	17.767
3.0000	4.3979E10+1.1158E9i	2.7633E11+7.0110E9i	0.025364	19.713
3.0000	4.4025E10+1.3767E9i	2.7662E11+8.6500E9i	0.031256	15.997
3.0000	4.4027E10+2.7924E9i	2.7663E11+1.7545E10i	0.063298	7.8991
3.0000	4.4044E10+3.1466E8i	2.7674E11+1.9771E9i	0.0071441	69.988
3.0000	4.4049E10+5.4922E8i	2.7677E11+3.4509E9i	0.012467	40.104
3.0000	4.4069E10+9.6686E8i	2.7689E11+6.0750E9i	0.021935	22.795
3.0000	4.4081E10+7.7805E8i	2.7697E11+4.8886E9i	0.017648	28.332
3.0000	4.4094E10+1.4540E9i	2.7705E11+9.1355E9i	0.032956	15.172
3.0000	4.4181E10+6.6079E8i	2.7760E11+4.1519E9i	0.014955	33.435
3.0000	4.4275E10+1.0956E9i	2.7819E11+6.8836E9i	0.024737	20.213
3.0000	4.4297E10+2.1559E9i	2.7833E11+1.3546E10i	0.048612	10.285
3.0000	4.4313E10+1.0427E9i	2.7842E11+6.5515E9i	0.023524	21.255
3.0000	4.4330E10+7.8141E8i	2.7853E11+4.9097E9i	0.017624	28.370
3.0000	4.4331E10+1.3106E9i	2.7854E11+8.2349E9i	0.029551	16.920
3.0000	4.4406E10+2.0626E9i	2.7901E11+1.2960E10i	0.046399	10.776
3.0000	4.4433E10+1.6299E9i	2.7918E11+1.0241E10i	0.036658	13.640
3.0000	4.4474E10+8.9664E8i	2.7944E11+5.6338E9i	0.020157	24.805
3.0000	4.4481E10+1.0455E9i	2.7948E11+6.5690E9i	0.023498	21.279
3.0000	4.4506E10+5.4749E8i	2.7964E11+3.4400E9i	0.012300	40.649
3.0000	4.4540E10+1.4047E9i	2.7985E11+8.8262E9i	0.031523	15.861
3.0000	4.4569E10+1.0506E9i	2.8004E11+6.6012E9i	0.023566	21.217
3.0000	4.4585E10+3.0167E9i	2.8014E11+1.8954E10i	0.067507	7.4067
3.0000	4.4592E10+8.0931E8i	2.8018E11+5.0850E9i	0.018146	27.554
3.0000	4.4604E10+5.3431E8i	2.8025E11+3.3571E9i	0.011978	41.743
3.0000	4.4622E10+1.0343E9i	2.8037E11+6.4987E9i	0.023173	21.577
3.0000	4.4643E10+1.1990E9i	2.8050E11+7.5337E9i	0.026848	18.623
3.0000	4.4657E10+8.6461E8i	2.8059E11+5.4325E9i	0.019358	25.830
3.0000	4.4668E10+2.2635E9i	2.8066E11+1.4222E10i	0.050608	9.8798
3.0000	4.4699E10+1.8775E9i	2.8085E11+1.1796E10i	0.041966	11.915
3.0000	4.4715E10+6.8215E8i	2.8095E11+4.2861E9i	0.015254	32.779
3.0000	4.4731E10+8.0136E8i	2.8105E11+5.0351E9i	0.017912	27.914
3.0000	4.4768E10+7.8654E8i	2.8128E11+4.9420E9i	0.017567	28.463
3.0000	4.4805E10+1.1137E9i	2.8152E11+6.9977E9i	0.024849	20.121
3.0000	4.4807E10+2.6070E9i	2.8153E11+1.6380E10i	0.058086	8.6080
3.0000	4.4937E10+6.7188E8i	2.8235E11+4.2216E9i	0.014950	33.445
3.0000	4.4993E10+9.1513E8i	2.8270E11+5.7499E9i	0.020335	24.588
3.0000	4.5033E10+9.7416E8i	2.8295E11+6.1208E9i	0.021627	23.119
3.0000	4.5066E10+1.7390E9i	2.8316E11+1.0927E10i	0.038560	12.967
3.0000	4.5125E10+8.8746E8i	2.8353E11+5.5761E9i	0.019663	25.429
3.0000	4.5139E10+2.0029E9i	2.8362E11+1.2585E10i	0.044329	11.279
3.0000	4.5155E10+2.4431E9i	2.8371E11+1.5350E10i	0.054026	9.2547
3.0000	4.5234E10+1.1911E9i	2.8422E11+7.4837E9i	0.026322	18.995
3.0000	4.5289E10+1.1216E9i	2.8456E11+7.0473E9i	0.024758	20.195
3.0000	4.5307E10+3.4250E8i	2.8468E11+2.1520E9i	0.0075593	66.143
3.0000	4.5308E10+3.7740E8i	2.8468E11+2.3712E9i	0.0083293	60.029
3.0000	4.5309E10+6.0713E8i	2.8468E11+3.8147E9i	0.013399	37.317
3.0000	4.5333E10+6.2302E8i	2.8484E11+3.9146E9i	0.013742	36.385
3.0000	4.5361E10+1.8889E9i	2.8501E11+1.1868E10i	0.041606	12.018
3.0000	4.5394E10+6.7976E8i	2.8522E11+4.2710E9i	0.014973	33.394
3.0000	4.5426E10+2.6016E9i	2.8542E11+1.6346E10i	0.057177	8.7447
3.0000	4.5442E10+9.2253E8i	2.8552E11+5.7964E9i	0.020297	24.634
3.0000	4.5447E10+5.5585E8i	2.8555E11+3.4925E9i	0.012230	40.883
3.0000	4.5517E10+2.2764E9i	2.8599E11+1.4303E10i	0.049949	10.010
3.0000	4.5552E10+4.1304E9i	2.8621E11+2.5952E10i	0.090304	5.5369
3.0000	4.5585E10+6.9462E8i	2.8642E11+4.3644E9i	0.015236	32.816
3.0000	4.5590E10+1.8481E9i	2.8645E11+1.1612E10i	0.040504	12.344
3.0000	4.5686E10+4.0936E9i	2.8705E11+2.5721E10i	0.089247	5.6024
3.0000	4.5693E10+5.6996E8i	2.8710E11+3.5812E9i	0.012473	40.087
3.0000	4.5717E10+8.5108E8i	2.8725E11+5.3475E9i	0.018613	26.863
3.0000	4.5724E10+4.6299E8i	2.8729E11+2.9091E9i	0.010125	49.381
3.0000	4.5729E10+9.2733E8i	2.8732E11+5.8266E9i	0.020275	24.661
3.0000	4.5731E10+1.2418E9i	2.8734E11+7.8027E9i	0.027145	18.419
3.0000	4.5746E10+2.2275E9i	2.8743E11+1.3996E10i	0.048635	10.281
3.0000	4.5748E10+2.5087E9i	2.8745E11+1.5762E10i	0.054754	9.1318
3.0000	4.5782E10+1.8445E8i	2.8766E11+1.1589E9i	0.0040287	124.11
3.0000	4.5865E10+3.6239E8i	2.8818E11+2.2770E9i	0.0079010	63.283
3.0000	4.5930E10+1.0002E9i	2.8859E11+6.2845E9i	0.021772	22.966
3.0000	4.5940E10+2.3057E9i	2.8865E11+1.4487E10i	0.050126	9.9749
3.0000	4.5941E10+1.5754E9i	2.8866E11+9.8982E9i	0.034271	14.590
3.0000	4.5960E10+6.5868E8i	2.8877E11+4.1386E9i	0.014330	34.891
3.0000	4.5972E10+4.4841E8i	2.8885E11+2.8175E9i	0.0097536	51.263
3.0000	4.5985E10+5.7999E8i	2.8893E11+3.6442E9i	0.012611	39.647
3.0000	4.6012E10+3.6741E9i	2.8910E11+2.3085E10i	0.079597	6.2816
3.0000	4.6036E10+1.8316E9i	2.8925E11+1.1508E10i	0.039755	12.577
3.0000	4.6046E10+2.5413E9i	2.8932E11+1.5968E10i	0.055107	9.0732
3.0000	4.6091E10+7.7682E8i	2.8960E11+4.8809E9i	0.016852	29.671
3.0000	4.6131E10+4.6185E9i	2.8985E11+2.9019E10i	0.099619	5.0191
3.0000	4.6157E10+1.3498E9i	2.9001E11+8.4813E9i	0.029232	17.105
3.0000	4.6178E10+1.0355E9i	2.9015E11+6.5062E9i	0.022418	22.303
3.0000	4.6183E10+8.4763E8i	2.9017E11+5.3258E9i	0.018351	27.247
3.0000	4.6261E10+7.1236E8i	2.9066E11+4.4759E9i	0.015397	32.474
3.0000	4.6352E10+1.5452E9i	2.9124E11+9.7086E9i	0.033317	15.007
3.0000	4.6361E10+1.7798E9i	2.9130E11+1.1183E10i	0.038361	13.034
3.0000	4.6373E10+7.3454E8i	2.9137E11+4.6153E9i	0.015838	31.570
3.0000	4.6390E10+1.8872E9i	2.9148E11+1.1858E10i	0.040648	12.301
3.0000	4.6401E10+4.8160E8i	2.9155E11+3.0260E9i	0.010378	48.177
3.0000	4.6438E10+7.6672E8i	2.9178E11+4.8174E9i	0.016508	30.287
3.0000	4.6444E10+2.1024E9i	2.9182E11+1.3210E10i	0.045221	11.057
3.0000	4.6460E10+2.6829E9i	2.9192E11+1.6857E10i	0.057649	8.6731
3.0000	4.6466E10+4.2972E9i	2.9196E11+2.7000E10i	0.092087	5.4296
3.0000	4.6479E10+3.3713E9i	2.9204E11+2.1182E10i	0.072343	6.9115
3.0000	4.6522E10+1.7697E9i	2.9230E11+1.1119E10i	0.038012	13.154
3.0000	4.6678E10+8.6917E8i	2.9329E11+5.4612E9i	0.018617	26.857
3.0000	4.6724E10+4.6938E8i	2.9357E11+2.9492E9i	0.010045	49.774
3.0000	4.6747E10+7.9192E8i	2.9372E11+4.9758E9i	0.016938	29.519
3.0000	4.6750E10+1.3159E9i	2.9374E11+8.2680E9i	0.028136	17.771
3.0000	4.6774E10+4.1246E8i	2.9389E11+2.5915E9i	0.0088178	56.703
3.0000	4.6800E10+9.7760E8i	2.9405E11+6.1424E9i	0.020884	23.941
3.0000	4.6810E10+1.8624E9i	2.9411E11+1.1702E10i	0.039755	12.577
3.0000	4.6814E10+4.9846E8i	2.9414E11+3.1319E9i	0.010647	46.961
3.0000	4.6920E10+1.9802E9i	2.9481E11+1.2442E10i	0.042167	11.858
3.0000	4.6920E10+1.1996E9i	2.9481E11+7.5373E9i	0.025558	19.563
3.0000	4.6937E10+2.3916E9i	2.9491E11+1.5027E10i	0.050887	9.8256
3.0000	4.7000E10+3.1992E9i	2.9531E11+2.0101E10i	0.067912	7.3625
3.0000	4.7004E10+1.9010E9i	2.9533E11+1.1945E10i	0.040412	12.373
3.0000	4.7030E10+5.1621E8i	2.9550E11+3.2435E9i	0.010976	45.556
3.0000	4.7076E10+1.0102E9i	2.9579E11+6.3475E9i	0.021455	23.305
3.0000	4.7128E10+7.7016E8i	2.9611E11+4.8391E9i	0.016340	30.600
3.0000	4.7132E10+2.5602E9i	2.9614E11+1.6086E10i	0.054239	9.2184
3.0000	4.7231E10+7.4822E8i	2.9676E11+4.7012E9i	0.015840	31.566
3.0000	4.7264E10+9.4126E8i	2.9697E11+5.9141E9i	0.019911	25.112
3.0000	4.7298E10+5.9566E8i	2.9718E11+3.7426E9i	0.012593	39.706
3.0000	4.7303E10+2.6338E8i	2.9722E11+1.6549E9i	0.0055678	89.802
3.0000	4.7330E10+1.0800E9i	2.9739E11+6.7858E9i	0.022812	21.918
3.0000	4.7343E10+1.7418E9i	2.9746E11+1.0944E10i	0.036767	13.599
3.0000	4.7352E10+5.2339E8i	2.9752E11+3.2886E9i	0.011053	45.238
3.0000	4.7422E10+8.3537E8i	2.9796E11+5.2488E9i	0.017613	28.388
3.0000	4.7435E10+1.5377E9i	2.9804E11+9.6616E9i	0.032400	15.432
3.0000	4.7443E10+1.1264E9i	2.9809E11+7.0773E9i	0.023735	21.066
3.0000	4.7452E10+2.8984E9i	2.9815E11+1.8211E10i	0.060967	8.2012
3.0000	4.7489E10+3.4150E8i	2.9838E11+2.1457E9i	0.0071910	69.531
3.0000	4.7545E10+2.1483E9i	2.9874E11+1.3498E10i	0.045137	11.077
3.0000	4.7673E10+1.8501E9i	2.9954E11+1.1624E10i	0.038779	12.894
3.0000	4.7711E10+2.3291E9i	2.9978E11+1.4634E10i	0.048760	10.254
3.0000	4.7728E10+5.0392E8i	2.9988E11+3.1662E9i	0.010558	47.359
3.0000	4.7761E10+1.1135E9i	3.0009E11+6.9962E9i	0.023307	21.453
3.0000	4.7764E10+3.7023E8i	3.0011E11+2.3262E9i	0.0077509	64.509
3.0000	4.7823E10+5.6626E8i	3.0048E11+3.5579E9i	0.011840	42.230
3.0000	4.7839E10+1.0391E9i	3.0058E11+6.5290E9i	0.021716	23.024
3.0000	4.7844E10+3.4883E8i	3.0061E11+2.1918E9i	0.0072908	68.580
3.0000	4.7915E10+1.5671E9i	3.0106E11+9.8467E9i	0.032690	15.295
3.0000	4.7974E10+1.3496E9i	3.0143E11+8.4799E9i	0.028121	17.780
3.0000	4.7989E10+5.1722E8i	3.0152E11+3.2498E9i	0.010777	46.394
3.0000	4.8055E10+2.6791E8i	3.0194E11+1.6833E9i	0.0055749	89.688
3.0000	4.8075E10+1.9892E9i	3.0206E11+1.2498E10i	0.041341	12.094
3.0000	4.8111E10+1.6360E9i	3.0229E11+1.0279E10i	0.033985	14.712
3.0000	4.8157E10+2.6881E9i	3.0258E11+1.6890E10i	0.055731	8.9716
3.0000	4.8159E10+7.6750E8i	3.0259E11+4.8223E9i	0.015935	31.378
3.0000	4.8185E10+8.5207E8i	3.0276E11+5.3537E9i	0.017680	28.280
3.0000	4.8186E10+1.1028E9i	3.0276E11+6.9294E9i	0.022881	21.852
3.0000	4.8209E10+2.1987E9i	3.0291E11+1.3815E10i	0.045560	10.975
3.0000	4.8264E10+6.1122E8i	3.0325E11+3.8404E9i	0.012663	39.485
3.0000	4.8276E10+8.1612E8i	3.0332E11+5.1279E9i	0.016903	29.580
3.0000	4.8300E10+2.8764E9i	3.0348E11+1.8073E10i	0.059446	8.4110
3.0000	4.8333E10+2.4263E8i	3.0369E11+1.5245E9i	0.0050198	99.606
3.0000	4.8335E10+1.9178E9i	3.0370E11+1.2050E10i	0.039647	12.611
3.0000	4.8342E10+4.6613E8i	3.0374E11+2.9288E9i	0.0096419	51.857
3.0000	4.8421E10+1.0825E9i	3.0424E11+6.8015E9i	0.022350	22.371
3.0000	4.8435E10+7.2986E8i	3.0432E11+4.5859E9i	0.015067	33.184
3.0000	4.8537E10+9.0461E8i	3.0497E11+5.6838E9i	0.018634	26.832
3.0000	4.8618E10+3.8472E8i	3.0548E11+2.4173E9i	0.0079128	63.188
3.0000	4.8636E10+1.3117E9i	3.0559E11+8.2416E9i	0.026960	18.546
3.0000	4.8678E10+1.0512E9i	3.0585E11+6.6048E9i	0.021590	23.159
3.0000	4.8682E10+2.8970E8i	3.0588E11+1.8203E9i	0.0059508	84.022
3.0000	4.8701E10+2.3206E9i	3.0600E11+1.4581E10i	0.047597	10.505
3.0000	4.8714E10+4.6764E8i	3.0608E11+2.9382E9i	0.0095992	52.088
3.0000	4.8726E10+1.7414E9i	3.0616E11+1.0941E10i	0.035715	14.000
3.0000	4.8762E10+8.7206E8i	3.0638E11+5.4793E9i	0.017881	27.962
3.0000	4.8824E10+2.5801E8i	3.0677E11+1.6211E9i	0.0052843	94.620
3.0000	4.8831E10+1.5709E9i	3.0681E11+9.8705E9i	0.032154	15.550
3.0000	4.8842E10+5.3490E8i	3.0688E11+3.3609E9i	0.010951	45.657
3.0000	4.8869E10+2.0322E9i	3.0706E11+1.2769E10i	0.041548	12.034
3.0000	4.9030E10+7.9633E8i	3.0806E11+5.0035E9i	0.016240	30.789
3.0000	4.9039E10+3.1205E8i	3.0812E11+1.9607E9i	0.0063633	78.576
3.0000	4.9067E10+2.8842E9i	3.0830E11+1.8122E10i	0.058679	8.5209
3.0000	4.9076E10+9.4815E8i	3.0835E11+5.9574E9i	0.019316	25.885
3.0000	4.9117E10+1.5671E9i	3.0861E11+9.8462E9i	0.031889	15.679
3.0000	4.9138E10+3.2952E8i	3.0875E11+2.0704E9i	0.0067058	74.562
3.0000	4.9146E10+7.1713E8i	3.0879E11+4.5059E9i	0.014590	34.269
3.0000	4.9275E10+3.0832E8i	3.0960E11+1.9372E9i	0.0062570	79.911
3.0000	4.9319E10+1.7331E9i	3.0988E11+1.0889E10i	0.035118	14.238
3.0000	4.9320E10+3.7644E8i	3.0989E11+2.3652E9i	0.0076323	65.511
3.0000	4.9351E10+7.0496E8i	3.1008E11+4.4294E9i	0.014283	35.006
3.0000	4.9364E10+8.2830E8i	3.1016E11+5.2044E9i	0.016777	29.803
3.0000	4.9418E10+5.9372E8i	3.1050E11+3.7304E9i	0.012013	41.620
3.0000	4.9454E10+2.4406E9i	3.1073E11+1.5335E10i	0.049292	10.144
3.0000	4.9496E10+1.9474E9i	3.1100E11+1.2236E10i	0.039313	12.718
3.0000	4.9515E10+5.7051E8i	3.1111E11+3.5846E9i	0.011521	43.398
3.0000	4.9524E10+3.7458E8i	3.1117E11+2.3535E9i	0.0075633	66.109
3.0000	4.9525E10+2.8160E9i	3.1117E11+1.7694E10i	0.056769	8.8076
3.0000	4.9578E10+3.9484E8i	3.1151E11+2.4808E9i	0.0079638	62.784
3.0000	4.9613E10+1.4396E9i	3.1173E11+9.0452E9i	0.029004	17.239
3.0000	4.9730E10+4.0312E8i	3.1246E11+2.5328E9i	0.0081058	61.684
3.0000	4.9733E10+4.9807E8i	3.1248E11+3.1294E9i	0.010014	49.929
3.0000	4.9809E10+3.3573E8i	3.1296E11+2.1094E9i	0.0067402	74.182
3.0000	4.9820E10+1.8329E9i	3.1303E11+1.1517E10i	0.036767	13.599
3.0000	4.9888E10+8.0611E8i	3.1346E11+5.0650E9i	0.016156	30.948
3.0000	4.9921E10+5.0684E8i	3.1366E11+3.1845E9i	0.010152	49.250
3.0000	4.9926E10+1.2822E9i	3.1369E11+8.0566E9i	0.025675	19.475
3.0000	4.9943E10+1.1964E9i	3.1380E11+7.5174E9i	0.023949	20.878
3.0000	4.9947E10+1.8424E9i	3.1383E11+1.1576E10i	0.036862	13.564
3.0000	4.9951E10+4.3809E8i	3.1385E11+2.7526E9i	0.0087701	57.012
3.0000	4.9959E10+4.5505E8i	3.1390E11+2.8592E9i	0.0091081	54.896
3.0000	5.0012E10+2.2023E9i	3.1423E11+1.3837E10i	0.043992	11.366
3.0000	5.0108E10+7.6918E8i	3.1484E11+4.8329E9i	0.015349	32.576
3.0000	5.0131E10+2.7237E8i	3.1498E11+1.7114E9i	0.0054332	92.027
3.0000	5.0138E10+2.2735E9i	3.1502E11+1.4285E10i	0.045299	11.038
3.0000	5.0143E10+4.0805E9i	3.1506E11+2.5638E10i	0.081109	6.1646
3.0000	5.0263E10+1.5326E9i	3.1581E11+9.6298E9i	0.030478	16.405
3.0000	5.0263E10+5.9046E8i	3.1581E11+3.7099E9i	0.011746	42.566
3.0000	5.0290E10+3.8843E8i	3.1598E11+2.4406E9i	0.0077236	64.737
3.0000	5.0313E10+8.3505E8i	3.1613E11+5.2468E9i	0.016595	30.130
3.0000	5.0340E10+4.3469E8i	3.1629E11+2.7313E9i	0.0086348	57.905
3.0000	5.0394E10+5.7116E8i	3.1664E11+3.5887E9i	0.011333	44.119
3.0000	5.0398E10+1.6173E9i	3.1666E11+1.0162E10i	0.032074	15.589
3.0000	5.0420E10+9.0441E8i	3.1680E11+5.6826E9i	0.017935	27.879
3.0000	5.0430E10+2.2602E9i	3.1686E11+1.4201E10i	0.044774	11.167
3.0000	5.0489E10+1.1426E9i	3.1723E11+7.1794E9i	0.022626	22.099
