time(ps)	counts
9430000	1126
9435000	1111
9440000	1124
9445000	1094
9450000	1057
9455000	1119
9460000	1147
9465000	1083
9470000	1156
9475000	1132
9480000	1108
9485000	1076
9490000	1166
9495000	1086
9500000	1161
9505000	1113
9510000	1129
9515000	1074
9520000	1052
9525000	1053
9530000	1096
9535000	1121
9540000	1102
9545000	1161
9550000	1105
9555000	1147
9560000	1088
9565000	1079
9570000	1096
9575000	1095
9580000	1085
9585000	1105
9590000	1099
9595000	1122
9600000	1041
9605000	1072
9610000	1092
9615000	1115
9620000	1130
9625000	1102
9630000	1105
9635000	1112
9640000	1132
9645000	1107
9650000	1058
9655000	1042
9660000	1076
9665000	1082
9670000	1045
9675000	1121
9680000	1116
9685000	1128
9690000	1060
9695000	1110
9700000	1070
9705000	1055
9710000	1077
9715000	1094
9720000	1117
9725000	1065
9730000	1108
9735000	1045
9740000	1124
9745000	1102
9750000	1149
9755000	1135
9760000	1106
9765000	1098
9770000	1112
9775000	1105
9780000	1180
9785000	1068
9790000	1087
9795000	1065
9800000	1078
9805000	1107
9810000	1098
9815000	1099
9820000	1074
9825000	1110
9830000	1106
9835000	1128
9840000	1114
9845000	1183
9850000	1066
9855000	1087
9860000	1081
9865000	1125
9870000	1083
9875000	1109
9880000	1120
9885000	1086
9890000	1079
9895000	1086
9900000	1112
9905000	1066
9910000	1142
9915000	1096
9920000	1063
9925000	1076
9930000	1039
9935000	1163
9940000	1114
9945000	1098
9950000	1045
9955000	1078
9960000	1083
9965000	1090
9970000	1056
9975000	1103
9980000	1083
9985000	1124
9990000	1102
9995000	1104
10000000	1175
10005000	1131
10010000	1132
10015000	1132
10020000	1076
10025000	1033
10030000	1042
10035000	1172
10040000	1090
10045000	1133
10050000	1067
10055000	1160
10060000	1093
10065000	1115
10070000	1068
10075000	1056
10080000	1140
10085000	1136
10090000	1129
10095000	1093
10100000	1050
10105000	1122
10110000	1115
10115000	1104
